episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
88,1610.0,985,52685,0.2,0.0646035938629714,197.18432558899985,True,False
89,560.0,551,53236,0.2,0.07149921817893999,199.10282663599992,True,False
90,1210.0,801,54037,0.2,0.06971927617210895,202.44072500999982,True,False
91,560.0,528,54565,0.2,0.07740233825858343,204.25498106999976,True,False
92,740.0,549,55114,0.2,0.06784184776029012,206.15638028900003,True,False
93,690.0,552,55666,0.2,0.06969460983342235,208.05686955800002,True,False
94,350.0,497,56163,0.2,0.06687377510412086,209.79776111599995,True,False
95,310.0,388,56551,0.2,0.08393202096070211,211.18207134099976,True,False
96,920.0,787,57338,0.2,0.06726681448159938,214.4679658519999,True,False
97,870.0,647,57985,0.2,0.07806530328076562,216.67334540699994,True,False
98,600.0,502,58487,0.2,0.08434413078427315,218.388253352,True,False
99,480.0,551,59038,0.2,0.07263998050188673,220.29320107799958,True,False
100,440.0,483,59521,0.2,0.07774911072751707,221.9238925919999,True,False
101,1220.0,831,60352,0.2,0.0794817410597506,227.60154047499964,True,False
102,290.0,367,60719,0.2,0.08003707940352488,228.90018137699963,True,False
103,360.0,440,61159,0.2,0.0896133355288343,230.42931395099959,True,False
104,310.0,452,61611,0.2,0.09132721959984144,232.00386504299968,True,False
105,450.0,596,62207,0.2,0.07236972714980576,234.02285057799963,True,False
106,410.0,435,62642,0.2,0.08599074666789912,235.5755272209999,True,False
107,520.0,613,63255,0.2,0.07694036976793428,237.92856808399983,True,False
108,560.0,538,63793,0.2,0.07546777362348857,240.3446608309996,True,False
109,1490.0,617,64410,0.2,0.0819198979040632,242.50744280699973,True,False
110,840.0,776,65186,0.2,0.07880473220912912,245.1992746019996,True,False
111,760.0,673,65859,0.2,0.08298202686100489,247.53146560999994,True,False
112,490.0,532,66391,0.2,0.07928263638308622,249.39209434099985,True,False
113,450.0,529,66920,0.2,0.07174287286860154,251.74351402899993,True,False
114,850.0,651,67571,0.2,0.07668910931542884,254.08974368499958,True,False
115,960.0,560,68131,0.2,0.08397488728431719,256.00872968199974,True,False
116,600.0,497,68628,0.2,0.07515344999730587,257.7317495379998,True,False
117,390.0,439,69067,0.2,0.07719861573343156,259.2830487279998,True,False
118,410.0,435,69502,0.2,0.07698449483055861,260.8462769769999,True,False
119,700.0,665,70167,0.2,0.07116809951882046,263.41509060199996,True,False
120,410.0,452,70619,0.2,0.07062321152966634,265.42714737899996,True,False
121,370.0,410,71029,0.2,0.08391543184813943,266.88883896699963,True,False
122,430.0,469,71498,0.2,0.080760811161027,268.5427413419998,True,False
123,860.0,634,72132,0.2,0.09070603739259378,270.7453191169998,True,False
124,290.0,456,72588,0.2,0.0961528221766154,272.3840408259998,True,False
125,420.0,461,73049,0.2,0.07062097123783567,274.0141410699998,True,False
126,570.0,557,73606,0.2,0.08681577581429867,278.7405845139997,True,False
127,730.0,535,74141,0.2,0.0927882989757319,280.60598385799995,True,False
128,200.0,339,74480,0.2,0.08842498133068576,281.80523474899974,True,False
129,230.0,308,74788,0.2,0.07807546163389048,282.9260377139999,True,False
130,500.0,553,75341,0.2,0.07619305951115878,284.8019237819999,True,False
131,430.0,584,75925,0.2,0.08527894612172082,286.8144442349999,True,False
132,470.0,532,76457,0.2,0.0786451602326636,288.9747014339996,True,False
133,250.0,332,76789,0.2,0.0742270750139492,290.4755225939998,True,False
134,620.0,529,77318,0.2,0.08032857484861532,292.2763062509998,True,False
135,560.0,473,77791,0.2,0.08676270805930687,293.919507223,True,False
136,1330.0,900,78691,0.2,0.08186741299099393,296.955444315,True,False
137,660.0,580,79271,0.2,0.096911114634111,298.907609243,True,False
138,490.0,446,79717,0.2,0.06406942134240776,300.59392371199965,True,False
139,1140.0,620,80337,0.2,0.07727225456506975,303.15538459499976,True,False
140,300.0,324,80661,0.2,0.07940873009279187,304.368376634,True,False
141,840.0,765,81426,0.2,0.08403748060766783,307.07250843899965,True,False
142,1110.0,772,82198,0.2,0.06824347053032001,309.77942882399975,True,False
143,1270.0,730,82928,0.2,0.07748287939084847,312.3438200149999,True,False
144,940.0,621,83549,0.2,0.08937857273605562,315.1526126929998,True,False
145,320.0,384,83933,0.2,0.08147804869804531,316.5972710039996,True,False
146,470.0,449,84382,0.2,0.08469339979845765,318.20892459599963,True,False
147,1420.0,565,84947,0.2,0.08611481545611899,320.190253452,True,False
148,390.0,505,85452,0.2,0.08601992659446761,321.9712910899998,True,False
149,210.0,357,85809,0.2,0.09803648033503735,323.2718990459998,True,False
150,710.0,669,86478,0.2,0.09256825209065468,325.68931002499994,True,False
